inventory	noun_count
inversion	noun_count
invitation	noun_count
invoke	verb
isolation	noun_count
item	noun_count
javelin	noun_count
job	noun_count
join	verb
jolly	adjective
journal	noun_count
journey	noun_count
judgment	noun_count
jump	noun_count
jump	verb
just	adjective
just	adverb
keen	adjective
keeper	noun_count
kick	noun_count
kick	verb
kind	adjective
kind	noun_count
kiss	noun_count
kiss	verb
knowledge	noun_mass
label	noun_count
lander	noun_count
landing	noun_count
landmark	noun_count
laserbeak	noun_count
last	adjective
law	noun_count
leader	noun_count
leading	adjective
leap	noun_count
leap	verb
least	adjective
least	adverb
leave	verb
legal	adjective
legion	noun_count
lethal	adjective
lethality	noun_count
ley	noun_count
library	noun_count
life	noun_count
lift	noun_count
lift	verb
light	adjective
light	noun_count
lightbringer	noun_count
lightning	noun_count
like	verb
living	adjective
lock	noun_count
lock	verb
look	noun_count
look	verb
loud	adjective
love	noun_count
lower	adjective
lowest	adjective
loyal	adjective
loyalty	noun_count
luck	noun_count
lucky	adjective
lunge	noun_count
lunge	verb
lure	noun_count
lure	verb
machina	noun_count
magic	noun_count
magical	adjective
main	adjective
main	noun_count
mana	noun_count
manalith	noun_count
mandibles	noun_count
manifest	noun_count
manifestation	noun_count
mannequin	noun_count
mantle	noun_count
mark	noun_count
mark	verb
mask	noun_count
mastery	noun_count
match	noun_count
match	verb
mate	noun_count
mate	verb
matter	noun_count
matter	verb
maximum	adjective
meld	noun_count
memory	noun_count
merchant	noun_count
mercy	noun_count
metal	noun_count
metallic	adjective
meteor	noun_count
meteorite	noun_count
miasma	noun_count
midnight	noun_count
mightstone	noun_count
mill	noun_count
mind	noun_count
mind-mage	noun_count
minimum	adjective
mining	noun_count
monarch	noun_count
money	noun_count
monocolored	adjective
monster	noun_count
monstrosity	noun_count
monstrous	adjective
moon	noun_count
move	verb
mug	noun_count
mug	verb
mulligan	noun_count
mulligan	verb
muscle	noun_count
muscle	verb
muster	verb
mutagen	noun_count
mutavault	noun_count
name	noun_count
name	verb
natural	adjective
nature	noun_count
negative	adjective
nest	noun_count
nest	verb
net	noun_count
new	adjective
newt	noun_count
next	adjective
next	adverb
night	noun_count
noble	adjective
node	noun_count
note	noun_count
note	verb
notebook	noun_count
nova	noun_count
oathsworn	adjective
oathsworn	noun_count
oblivion	noun_count
odd	adjective
offer	noun_count
offer	verb
oil	noun_count
once	adverb
only	adjective
only	adverb
open	adjective
open	verb
opening	noun_count
order	noun_count
outside	adverb
overdrive	noun_count
overlord	noun_count
owner	noun_count
pack	noun_count
pack	verb
pact	noun_count
page	noun_count
pain	noun_count
pair	noun_count
pair	verb
paladin	noun_count
parade	noun_count
parade	verb
paragon	noun_count
paralyzation	noun_count
part	noun_count
particle	noun_count
party	noun_count
pass	noun_count
pass	verb
patrol	noun_count
patrol	verb
pay	noun_count
pay	verb
paying	noun_count
pays	noun_count
peace	noun_count
peaceful	adjective
peer	noun_count
peer	verb
perfect	adjective
performance	noun_count
permanent	noun_count
petal	noun_count
petrification	noun_count
phalanx	noun_count
phase	noun_count
phase	verb
phased	adjective
pheromone	noun_count
phylactery	noun_count
phyrexian	adjective
pick	noun_count
pick	verb
piece	noun_count
pile	noun_count
pile	verb
pin	noun_count
pin	verb
place	noun_count
place	verb
plague	noun_count
plague	verb
plaguebearer	noun_count
planar	adjective
planeswalk	noun_count
plasma	noun_count
play	noun_count
plot	noun_count
plunderer	noun_count
point	noun_count
point	verb
poison	noun_count
poison	verb
poisoned	adjective
polymorphine	noun_count
polyp	noun_count
pond	noun_count
pool	noun_count
position	noun_count
possession	noun_count
possible	adjective
postcombat	adjective
power	noun_count
pox	noun_count
praesidium	noun_count
pray	verb
prepared	adjective
prerogative	noun_count
present	adjective
present	noun_count
present	verb
pressure	noun_count
prevent	verb
prey	noun_count
prey	verb
pridemate	noun_count
prime	adjective
primo	adjective
prince	noun_count
prismatic	adjective
prisoner	noun_count
process	noun_count
process	verb
proclamator	noun_count
produce	verb
profit	noun_count
profit	verb
project	noun_count
project	verb
projection	noun_count
promised	adjective
protect	verb
protector	noun_count
protege	noun_count
protocol	noun_count
proud	adjective
pry	verb
psionic	adjective
psychic	adjective
psychic	noun_count
psychosis	noun_count
puff	noun_count
punch	noun_count
punch	verb
pupa	noun_count
quality	noun_count
quest	noun_count
quill	noun_count
rage	noun_count
rager	noun_count
raise	verb
random	adjective
rapid	adjective
rappel	noun_count
rappel	verb
raptor	noun_count
ray	noun_count
realm	noun_count
rebirth	noun_count
recovery	noun_count
recruiter	noun_count
redeemer	noun_count
redistribute	verb
reduce	verb
reflexes	noun_count
regeneration	noun_count
regrowth	noun_count
rejuvenation	noun_count
relay	noun_count
relay	verb
release	noun_count
release	verb
relentless	adjective
relic	noun_count
reliquary	noun_count
remain	verb
remains	noun_count
remove	verb
renewer	noun_count
reorder	verb
repair	noun_count
repair	verb
repeat	verb
repose	noun_count
reprieve	noun_count
reprogramming	noun_count
reroll	verb
reselect	verb
resolve	verb
rest	noun_count
rest	verb
restart	verb
result	noun_count
result	verb
retreat	noun_count
retreat	verb
retribution	noun_count
retriever	noun_count
return	noun_count
return	verb
reunion	noun_count
revelation	noun_count
reverberating	adjective
revival	noun_count
ribbon	noun_count
rider	noun_count
right	adjective
right	adverb
ring	noun_count
rising	noun_count
ritual	noun_count
rock	noun_count
rock	verb
rod	noun_count
roll	noun_count
roll	verb
rope	noun_count
rust	noun_count
ruthless	adjective
sacrifice	noun_count
sage	adjective
sage	noun_count
sainted	adjective
sarcophagus	noun_count
savage	adjective
save	verb
scavenger	noun_count
scepter	noun_count
scheming	noun_count
science	noun_count
scorching	adjective
scrap	noun_count
scrap	verb
scream	noun_count
scream	verb
scrying	noun_count
sculptor	noun_count
search	noun_count
search	verb
secret	noun_count
secretary	noun_count
secretly	adverb
section	noun_count
sector	noun_count
security	noun_count
select	verb
senses	noun_count
sentinel	noun_count
servant	noun_count
set	noun_count
set	verb
settlement	noun_count
share	noun_count
share	verb
shelter	noun_count
shield	noun_count
shield	verb
shieldwall	noun_count
shuffle	noun_count
sickle	noun_count
sickness	noun_count
single	adjective
size	noun_count
sketch	noun_count
sketch	verb
skewer	noun_count
skewer	verb
skilled	adjective
skip	verb
skull	noun_count
sky	noun_count
skyshark	noun_count
skyswarm	noun_count
sleep	noun_count
sleight	noun_count
slime	noun_count
slinger	noun_count
slipstream	noun_count
slots	noun_count
slumber	noun_count
smaller	adjective
smash	noun_count
smash	verb
smasher	noun_count
smear	noun_count
smear	verb
smoke	noun_count
smoke	verb
snack	noun_count
snap	verb
snitch	noun_count
snow	noun_count
solve	verb
sorcerous	adjective
soul	noun_count
soulblade	noun_count
source	noun_count
sovereign	noun_count
spark	noun_count
